id,title,price_text,price_value,currency,location,date_posted,condition,category,seller_type,url,image_url,search_query,page_number,item_number,scraped_at,source
iphone 13 pro max_3_23,No Title,Price not listed,,ETB,Location not specified,Recently,Unknown,Other,Unknown,,,iphone 13 pro max,3,23,2026-01-01T14:43:09.827135,Jiji Ethiopia
iphone 13 pro max_3_24,No Title,Price not listed,,ETB,Location not specified,Recently,Unknown,Other,Unknown,,,iphone 13 pro max,3,24,2026-01-01T14:43:09.828137,Jiji Ethiopia
iphone 13 pro max_3_25,No Title,Price not listed,,ETB,Location not specified,Recently,Unknown,Other,Unknown,,,iphone 13 pro max,3,25,2026-01-01T14:43:09.829098,Jiji Ethiopia
iphone 13 pro max_3_26,No Title,Price not listed,,ETB,Location not specified,Recently,Unknown,Other,Unknown,,,iphone 13 pro max,3,26,2026-01-01T14:43:09.829098,Jiji Ethiopia
iphone 13 pro max_3_27,No Title,Price not listed,,ETB,"Addis Ababa, Bole",Recently,Unknown,Other,Unknown,,https://assets.jijistatic.com/static/img/premium-landing/ps-vip-icon.svg,iphone 13 pro max,3,27,2026-01-01T14:43:09.831124,Jiji Ethiopia
iphone 13 pro max_3_28,No Title,Price not listed,,ETB,"Addis Ababa, Bole",Recently,Unknown,Other,Unknown,,,iphone 13 pro max,3,28,2026-01-01T14:43:09.832089,Jiji Ethiopia
iphone 13 pro max_3_29,No Title,Price not listed,,ETB,"Addis Ababa, Bole",Recently,Unknown,Other,Unknown,,,iphone 13 pro max,3,29,2026-01-01T14:43:09.833088,Jiji Ethiopia
iphone 13 pro max_3_30,No Title,Price not listed,,ETB,"Addis Ababa, Bole",Recently,Unknown,Other,Unknown,,,iphone 13 pro max,3,30,2026-01-01T14:43:09.834116,Jiji Ethiopia
iphone 13 pro max_3_31,No Title,Price not listed,,ETB,Location not specified,Recently,Unknown,Other,Unknown,,https://assets.jijistatic.com/static/img/premium-landing/ps-vip-icon.svg,iphone 13 pro max,3,31,2026-01-01T14:43:09.835113,Jiji Ethiopia
iphone 13 pro max_3_32,No Title,Price not listed,,ETB,Location not specified,Recently,Unknown,Other,Unknown,,https://assets.jijistatic.com/static/img/premium-landing/ps-vip-icon.svg,iphone 13 pro max,3,32,2026-01-01T14:43:09.835113,Jiji Ethiopia
iphone 13 pro max_3_33,Apple iPhone 13 Pro Max 256 GB Blue,"ETB 86,500",86500.0,ETB,"Addis Ababa, Bole",Recently,Unknown,Mobile Phones,Unknown,https://jiji.com.et/bole/mobile-phones/apple-iphone-13-pro-max-256-gb-blue-mTR7woP2sILiBVHTceBLewnB.html?page=3&pos=4&cur_pos=4&ads_per_page=20&ads_count=933&lid=db2iPNCbMDuV18sb&indexPosition=3,https://pictures-ethiopia.jijistatic.com/8140569_MzAwLTQwMC04NDE1ZjU2MzYw.webp,iphone 13 pro max,3,33,2026-01-01T14:43:09.839103,Jiji Ethiopia
iphone 13 pro max_3_34,No Title,Price not listed,,ETB,Location not specified,Recently,Unknown,Other,Unknown,,https://pictures-ethiopia.jijistatic.com/8140569_MzAwLTQwMC04NDE1ZjU2MzYw.webp,iphone 13 pro max,3,34,2026-01-01T14:43:09.841065,Jiji Ethiopia
iphone 13 pro max_3_35,No Title,Price not listed,,ETB,Location not specified,Recently,Unknown,Other,Unknown,,https://pictures-ethiopia.jijistatic.com/8140569_MzAwLTQwMC04NDE1ZjU2MzYw.webp,iphone 13 pro max,3,35,2026-01-01T14:43:09.842095,Jiji Ethiopia
iphone 13 pro max_3_36,Apple iPhone 13 Pro Max 256 GB Blue,"ETB 86,500",86500.0,ETB,"Addis Ababa, Bole",Recently,Unknown,Mobile Phones,Unknown,,https://assets.jijistatic.com/static/img/premium-landing/ps-vip-icon.svg,iphone 13 pro max,3,36,2026-01-01T14:43:09.845080,Jiji Ethiopia
iphone 13 pro max_3_37,Apple iPhone 13 Pro Max 256 GB Blue,"ETB 86,500",86500.0,ETB,"Addis Ababa, Bole",Recently,Unknown,Mobile Phones,Unknown,,https://assets.jijistatic.com/static/img/premium-landing/ps-vip-icon.svg,iphone 13 pro max,3,37,2026-01-01T14:43:09.847076,Jiji Ethiopia
iphone 13 pro max_3_38,Apple iPhone 13 Pro Max 256 GB Blue,"ETB 86,500",86500.0,ETB,Location not specified,Recently,Unknown,Mobile Phones,Unknown,,,iphone 13 pro max,3,38,2026-01-01T14:43:09.848046,Jiji Ethiopia
iphone 13 pro max_3_39,No Title,"ETB 86,500",86500.0,ETB,Location not specified,Recently,Unknown,Other,Unknown,,,iphone 13 pro max,3,39,2026-01-01T14:43:09.849075,Jiji Ethiopia
iphone 13 pro max_3_40,No Title,"ETB 86,500",86500.0,ETB,Location not specified,Recently,Unknown,Other,Unknown,,,iphone 13 pro max,3,40,2026-01-01T14:43:09.850068,Jiji Ethiopia
